R_fighter,B_fighter,R_KD,B_KD,R_SIG_STR_pct,B_SIG_STR_pct,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_PASS,B_PASS,R_REV,B_REV,win_by,last_round,date,location,R_SIG_STR._ATT,R_SIG_STR._LANDED,B_SIG_STR._ATT,B_SIG_STR._LANDED,R_TOTAL_STR._ATT,R_TOTAL_STR._LANDED,B_TOTAL_STR._ATT,B_TOTAL_STR._LANDED,R_TD_ATT,R_TD_LANDED,B_TD_ATT,B_TD_LANDED,R_HEAD_ATT,R_HEAD_LANDED,B_HEAD_ATT,B_HEAD_LANDED,R_BODY_ATT,R_BODY_LANDED,B_BODY_ATT,B_BODY_LANDED,R_LEG_ATT,R_LEG_LANDED,B_LEG_ATT,B_LEG_LANDED,R_DISTANCE_ATT,R_DISTANCE_LANDED,B_DISTANCE_ATT,B_DISTANCE_LANDED,R_CLINCH_ATT,R_CLINCH_LANDED,B_CLINCH_ATT,B_CLINCH_LANDED,R_GROUND_ATT,R_GROUND_LANDED,B_GROUND_ATT,B_GROUND_LANDED,title_bout,weight_class,total_time_fought(sec),no_of_rounds,Red_win
Roland Delorme,Ulka Sasaki,0,0,0.25,0.62,0.0,0.0,0,1,0,1,0,0,Submission,1,2014-08-23,0,4,1,8,5,4,1,8,5,0,0,1,0,3,1,8,5,1,0,0,0,0,0,0,0,4,1,8,5,0,0,0,0,0,0,0,0,0,Bantamweight,66,3,0
An Ying Wang,Colby Covington,0,0,0.0,0.64,0.0,1.0,0,0,0,8,0,0,KO,1,2014-08-23,0,5,0,17,11,7,2,88,66,0,0,2,2,5,0,15,9,0,0,2,2,0,0,0,0,5,0,2,2,0,0,0,0,0,0,15,9,0,Welterweight,290,3,0
Yao Zhikui,Royston Wee,0,0,0.4,0.62,0.0,0.75,0,0,0,4,2,0,Other,3,2014-08-23,0,67,27,29,18,152,107,106,88,0,0,4,3,66,26,15,6,1,1,3,3,0,0,11,9,45,19,21,12,7,3,4,3,15,5,4,3,0,Bantamweight,900,3,0
Elizabeth Phillips,Milana Dudieva,0,0,0.46,0.3,0.0,0.4,0,0,1,2,2,0,Other,3,2014-08-23,0,54,25,36,11,83,51,80,48,0,0,5,2,45,18,28,6,5,3,8,5,4,4,0,0,32,11,30,6,1,1,6,5,21,13,0,0,0,Women's Bantamweight,900,3,0
Ryan Bader,Ovince Saint Preux,0,0,0.33,0.26,0.42,1.0,1,0,5,1,0,0,Other,5,2014-08-16,0,72,24,91,24,137,77,97,30,21,9,2,2,57,18,75,17,8,3,13,6,7,3,3,1,53,13,84,20,4,2,6,4,15,9,1,0,0,Light Heavyweight,1500,5,1
Gray Maynard,Ross Pearson,0,1,0.31,0.47,0.5,0.0,0,0,0,0,0,0,KO,2,2014-08-16,0,47,15,55,26,58,25,64,35,4,2,0,0,40,9,45,20,7,6,8,4,0,0,2,2,44,12,44,16,3,3,7,6,0,0,4,4,0,Lightweight,395,3,0
Tim Boetsch,Brad Tavares,2,0,0.5,0.42,0.2,0.0,0,0,0,0,0,0,KO,2,2014-08-16,0,28,14,56,24,56,40,70,37,5,1,1,0,23,10,49,17,5,4,7,7,0,0,0,0,13,5,26,7,10,5,30,17,5,4,0,0,0,Middleweight,498,3,1
Seth Baczynski,Alan Jouban,0,1,0.38,0.58,0.5,0.0,0,0,0,0,0,0,KO,1,2014-08-16,0,65,25,43,25,68,27,44,26,2,1,0,0,60,23,32,15,5,2,6,5,0,0,5,5,45,15,28,14,16,8,13,9,4,2,2,2,0,Welterweight,263,3,0
Shawn Jordan,Jack May,0,0,0.59,0.33,0.75,0.0,0,0,4,0,0,0,KO,3,2014-08-16,0,54,32,59,20,112,77,61,22,4,3,0,0,48,28,47,13,6,4,8,5,0,0,4,2,22,10,45,11,2,0,14,9,30,22,0,0,0,Heavyweight,723,3,1
Thiago Tavares,Robert Peralta,0,0,0.58,0.0,0.66,0.0,1,0,2,0,0,0,Submission,1,2014-08-16,0,31,18,2,0,63,45,5,3,3,2,0,0,31,18,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,29,18,0,0,0,Featherweight,267,3,1
Jussier Formiga,Zach Makovsky,0,0,0.39,0.36,0.5,0.25,0,0,3,1,0,1,Other,3,2014-08-16,0,28,11,69,25,78,51,107,59,4,2,4,1,26,10,64,23,2,1,3,0,0,0,2,2,18,5,45,11,2,2,0,0,8,4,24,14,0,Flyweight,900,3,1
Sara McMann,Lauren Murphy,0,0,0.47,0.57,0.55,0.0,0,0,3,0,0,0,Other,3,2014-08-16,0,80,38,83,48,112,64,236,193,9,5,0,0,59,23,76,41,12,6,1,1,9,9,6,6,57,21,46,15,4,4,3,3,19,13,34,30,0,Women's Bantamweight,900,3,1
Tom Watson,Sam Alvey,0,0,0.5,0.48,0.0,0.0,0,0,0,0,0,0,Other,3,2014-08-16,0,167,85,168,82,168,86,177,91,4,0,0,0,105,34,150,71,13,8,17,10,49,43,1,1,155,79,103,40,12,6,62,40,0,0,3,2,0,Middleweight,900,3,1
Nolan Ticman,Frankie Saenz,0,0,0.47,0.51,0.0,0.55,0,0,0,2,0,0,Other,3,2014-08-16,0,53,25,129,67,59,31,153,83,0,0,9,5,39,13,83,31,11,9,16,9,3,3,30,27,47,22,71,24,2,1,49,39,4,2,9,4,0,Bantamweight,900,3,0
Robbie Lawler,Matt Brown,0,0,0.4,0.33,1.0,0.25,0,0,2,0,0,0,Other,5,2014-07-26,0,200,80,242,82,207,87,250,89,2,2,8,2,182,64,182,45,15,13,38,26,3,3,22,11,182,68,228,69,10,7,14,13,8,5,0,0,0,Welterweight,1500,5,1
Anthony Johnson,Rogerio Nogueira,1,0,0.47,0.0,0.0,0.0,0,0,0,0,0,0,KO,1,2014-07-26,0,17,8,2,0,17,8,2,0,0,0,0,0,17,8,2,0,0,0,0,0,0,0,0,0,17,8,2,0,0,0,0,0,0,0,0,0,0,Light Heavyweight,44,3,1
Clay Guida,Dennis Bermudez,0,0,0.35,0.41,0.0,0.28,0,1,0,2,0,0,Submission,2,2014-07-26,0,79,28,114,47,95,39,135,66,3,0,7,2,73,24,99,36,1,1,6,5,5,3,9,6,76,26,101,37,3,2,13,10,0,0,0,0,0,Featherweight,477,3,0
Josh Thomson,Bobby Green,0,0,0.37,0.41,0.0,0.0,0,0,0,0,0,0,Other,3,2014-07-26,0,120,45,141,59,120,45,145,63,5,0,2,0,91,25,79,18,10,5,37,23,19,15,25,18,111,40,135,56,5,2,6,3,4,3,0,0,0,Lightweight,900,3,0
Daron Cruickshank,Jorge Masvidal,1,0,0.22,0.55,0.66,0.5,1,2,1,2,0,0,Other,3,2014-07-26,0,83,19,92,51,87,23,150,99,3,2,4,2,61,6,69,35,16,7,13,11,6,6,10,5,76,17,50,23,1,0,9,8,6,2,33,20,0,Lightweight,900,3,0
Kyle Kingsbury,Patrick Cummins,0,0,0.25,0.56,0.0,0.58,0,0,0,8,0,0,Other,3,2014-07-26,0,85,22,129,73,85,22,176,115,1,0,17,10,65,7,120,66,4,4,7,5,16,11,2,2,79,16,53,19,6,6,13,10,0,0,63,44,0,Light Heavyweight,900,3,0
Hernani Perpetuo,Tim Means,0,0,0.32,0.4,0.0,0.25,0,0,0,0,0,0,Other,3,2014-07-26,0,189,61,210,85,191,63,211,85,3,0,4,1,147,35,144,44,19,8,48,25,23,18,18,16,178,56,199,80,11,5,11,5,0,0,0,0,0,Welterweight,900,3,0
Mike de la Torre,Brian Ortega,0,0,0.54,0.5,0.0,0.33,0,2,0,1,0,0,Other,1,2014-07-26,0,11,6,6,3,14,8,8,5,1,0,3,1,9,4,4,1,2,2,2,2,0,0,0,0,9,5,5,2,2,1,1,1,0,0,0,0,0,Featherweight,99,3,0
Akbarh Arreola,Tiago Trator,0,0,0.41,0.38,1.0,0.0,0,0,1,0,0,0,Other,3,2014-07-26,0,73,30,163,62,73,30,195,88,2,2,0,0,46,9,102,20,18,16,19,8,9,5,42,34,68,26,127,38,2,1,35,24,3,3,1,0,0,Lightweight,900,3,0
Andreas Stahl,Gilbert Burns,0,0,0.36,0.31,0.0,0.2,0,0,0,2,0,0,Other,3,2014-07-26,0,111,41,140,44,143,69,153,56,1,0,10,2,94,28,114,27,12,9,23,15,5,4,3,2,88,26,118,29,21,13,22,15,2,2,0,0,0,Welterweight,900,3,0
Juliana Lima,Joanna Jedrzejczyk,0,0,0.23,0.27,0.07,0.0,0,0,1,0,0,0,Other,3,2014-07-26,0,77,18,168,46,103,38,180,55,14,1,0,0,56,8,128,24,5,3,36,21,16,7,4,1,69,13,152,34,5,3,16,12,3,2,0,0,0,Women's Strawweight,900,3,0
Steven Siler,Noad Lahat,0,0,0.38,0.28,0.0,0.23,0,2,2,2,1,0,Other,3,2014-07-26,0,92,35,91,26,119,56,143,76,0,0,17,4,80,26,73,15,4,2,6,1,8,7,12,10,82,32,87,22,3,1,0,0,7,2,4,4,0,Featherweight,900,3,0
Conor McGregor,Diego Brandao,1,0,0.36,0.4,1.0,0.0,0,1,1,0,0,0,KO,1,2014-07-19,0,49,18,22,9,68,37,23,10,1,1,2,0,44,15,16,5,5,3,5,4,0,0,1,0,30,10,16,5,0,0,5,4,19,8,1,0,0,Featherweight,245,5,1
Gunnar Nelson,Zak Cummings,0,0,0.54,0.24,1.0,0.0,1,0,1,0,0,0,Submission,2,2014-07-19,0,24,13,75,18,34,23,79,21,1,1,1,0,20,9,56,8,4,4,10,5,0,0,9,5,19,9,60,8,3,2,15,10,2,2,0,0,0,Welterweight,588,3,1
Brad Pickett,Ian McCall,0,0,0.22,0.47,0.0,0.42,0,0,0,4,0,0,Other,3,2014-07-19,0,97,22,119,56,105,29,176,112,10,0,7,3,81,15,88,33,14,5,25,18,2,2,6,5,78,10,90,32,19,12,23,19,0,0,6,5,0,Flyweight,900,3,0
Norman Parke,Naoyuki Kotani,0,0,0.4,0.22,1.0,0.0,0,0,2,0,0,0,KO,2,2014-07-19,0,83,34,35,8,91,41,43,16,2,2,7,0,68,25,26,5,7,5,3,1,8,4,6,2,27,5,32,7,9,5,3,1,47,24,0,0,0,Lightweight,521,3,1
Ilir Latifi,Chris Dempsey,0,0,0.51,0.2,1.0,0.0,0,0,0,0,0,0,KO,1,2014-07-19,0,31,16,5,1,32,17,5,1,1,1,0,0,24,9,5,1,1,1,0,0,6,6,0,0,30,15,4,0,0,0,1,1,1,1,0,0,0,Light Heavyweight,127,3,1
Neil Seery,Phil Harris,1,0,0.4,0.31,1.0,0.11,0,0,1,0,0,0,Other,3,2014-07-19,0,148,60,126,40,151,63,139,52,2,2,17,2,119,42,120,35,9,5,3,2,20,13,3,3,114,42,120,37,9,3,5,2,25,15,1,1,0,Flyweight,900,3,1
Cathal Pendred,Mike King,0,1,0.27,0.58,0.6,0.25,1,2,1,3,0,0,Submission,2,2014-07-19,0,40,11,65,38,46,16,103,60,5,3,4,1,33,7,59,33,5,3,4,3,2,1,2,2,37,9,36,17,2,1,5,5,1,1,24,16,0,Middleweight,513,3,1
Tor Troeng,Trevor Smith,0,0,0.57,0.71,0.2,0.4,0,2,2,6,0,2,Other,3,2014-07-19,0,45,26,59,42,63,42,110,89,5,1,5,2,31,13,30,17,12,11,17,13,2,2,12,12,32,14,28,15,13,12,14,11,0,0,17,16,0,Middleweight,900,3,0
Cody Donovan,Nikita Krylov,1,0,0.53,0.6,0.5,0.0,2,0,2,2,0,2,KO,1,2014-07-19,0,39,21,70,42,50,31,114,80,2,1,0,0,34,17,52,29,5,4,14,9,0,0,4,4,13,6,24,11,23,14,31,21,3,1,15,10,0,Light Heavyweight,297,3,0
Paddy Holohan,Joshua Sampo,1,0,0.34,0.27,0.0,0.0,1,1,2,0,0,0,Submission,1,2014-07-19,0,29,10,11,3,39,20,11,3,1,0,0,0,22,7,8,2,2,0,2,1,5,3,1,0,21,7,11,3,1,0,0,0,7,3,0,0,0,Flyweight,186,3,1
Donald Cerrone,Jim Miller,1,0,0.47,0.46,0.0,0.16,0,0,0,0,0,0,KO,2,2014-07-16,0,78,37,65,30,82,41,69,34,2,0,6,1,44,16,43,12,25,14,9,7,9,7,13,11,73,34,58,25,4,2,6,4,1,1,1,1,0,Lightweight,511,5,1
Edson Barboza,Evan Dunham,1,0,0.58,0.37,0.0,0.0,0,0,0,0,0,0,KO,1,2014-07-16,0,17,10,27,10,17,10,27,10,0,0,1,0,11,4,27,10,5,5,0,0,1,1,0,0,15,8,23,8,2,2,2,0,0,0,2,2,0,Lightweight,186,3,1
Rick Story,Leonardo Mafra,0,0,0.61,0.55,0.75,0.0,1,0,8,0,0,0,Submission,2,2014-07-16,0,39,24,20,11,70,53,32,21,4,3,0,0,37,22,13,5,2,2,6,5,0,0,1,1,16,7,17,8,0,0,2,2,23,17,1,1,0,Welterweight,432,3,1
Justin Salas,Joe Proctor,0,1,0.4,0.3,0.0,0.0,0,0,0,0,0,0,KO,2,2014-07-16,0,86,35,81,25,86,35,86,29,4,0,0,0,62,19,74,21,11,6,5,2,13,10,2,2,73,25,70,18,13,10,3,1,0,0,8,6,0,Lightweight,507,3,0
John Lineker,Alptekin Ozkilic,1,0,0.4,0.38,0.5,0.25,0,0,0,1,0,0,KO,3,2014-07-16,0,327,133,230,88,328,134,237,94,4,2,4,1,250,84,202,73,70,42,21,8,7,7,7,7,309,125,217,84,15,6,13,4,3,2,0,0,0,Flyweight,891,3,1
Lucas Martins,Alex White,1,0,0.37,0.26,0.0,0.0,0,0,0,0,0,0,KO,3,2014-07-16,0,140,53,159,42,140,53,159,42,1,0,0,0,116,36,115,20,12,7,42,20,12,10,2,2,137,50,157,41,0,0,2,1,3,3,0,0,0,Featherweight,728,3,1
Gleison Tibau,Pat Healy,0,0,0.47,0.4,0.66,0.0,0,0,2,0,0,0,Other,3,2014-07-16,0,93,44,132,54,143,87,168,86,6,4,3,0,82,37,94,26,6,3,33,23,5,4,5,5,67,30,103,37,16,6,29,17,10,8,0,0,0,Lightweight,900,3,1
Jessamyn Duke,Leslie Smith,0,1,0.44,0.61,0.0,0.0,0,0,0,0,0,0,KO,1,2014-07-16,0,36,16,59,36,36,16,59,36,0,0,0,0,25,6,43,21,6,5,9,8,5,5,7,7,32,14,36,18,4,2,23,18,0,0,0,0,0,Women's Bantamweight,144,3,0
Hugo Viana,Aljamain Sterling,0,0,0.32,0.63,0.0,1.0,0,0,0,5,0,0,KO,3,2014-07-16,0,46,15,98,62,54,22,132,94,0,0,4,4,36,9,67,39,6,2,21,16,4,4,10,7,43,12,32,10,3,3,14,12,0,0,52,40,0,Bantamweight,830,3,0
Yosdenis Cedeno,Jerrod Sanders,1,0,0.61,0.66,0.0,0.0,0,0,1,0,1,1,KO,1,2014-07-16,0,21,13,3,2,38,27,5,3,0,0,0,0,16,8,2,1,4,4,1,1,1,1,0,0,1,1,1,1,1,1,0,0,19,11,2,1,0,Lightweight,300,3,1
Claudia Gadelha,Tina Lahdemaki,0,0,0.42,0.2,0.83,0.0,2,0,5,0,0,0,Other,3,2014-07-16,0,164,70,141,29,228,132,170,49,6,5,0,0,132,49,123,21,24,13,12,5,8,8,6,3,120,41,134,26,8,4,7,3,36,25,0,0,0,Women's Strawweight,900,3,1
Frankie Edgar,BJ Penn,0,0,0.55,0.19,1.0,0.0,0,0,3,0,0,0,KO,3,2014-07-06,1,162,90,66,13,236,159,116,60,3,3,0,0,142,76,66,13,10,6,0,0,10,8,0,0,81,32,63,13,1,0,3,0,80,58,0,0,0,Featherweight,856,5,1
Corey Anderson,Matt Van Buren,0,0,0.64,0.2,1.0,0.0,0,0,0,0,0,0,KO,1,2014-07-06,1,37,24,10,2,45,28,10,2,2,2,0,0,33,22,8,1,3,2,1,1,1,0,1,0,14,9,9,2,13,7,1,0,10,8,0,0,1,Light Heavyweight,61,4,1
Dhiego Lima,Eddie Gordon,0,1,0.5,0.52,0.0,0.0,0,0,0,0,0,0,KO,1,2014-07-06,1,10,5,42,22,10,5,42,22,0,0,0,0,9,4,42,22,0,0,0,0,1,1,0,0,10,5,19,6,0,0,2,1,0,0,21,15,1,Middleweight,71,4,0
Derrick Lewis,Guto Inocente,0,0,0.37,0.75,0.5,0.0,0,0,0,0,0,0,KO,1,2014-07-06,1,16,6,8,6,17,7,10,8,2,1,0,0,12,4,2,0,2,2,5,5,2,0,1,1,9,1,5,3,3,2,3,3,4,3,0,0,0,Heavyweight,210,3,1
Justin Scoggins,Dustin Ortiz,0,0,0.64,0.6,0.62,0.28,3,0,1,3,0,2,Other,3,2014-07-06,1,37,24,64,39,45,32,134,100,8,5,7,2,25,16,40,19,7,5,22,20,5,3,2,0,22,10,26,9,12,11,15,13,3,3,23,17,0,Flyweight,900,3,0
Jesse Ronson,Kevin Lee,0,0,0.48,0.44,0.5,0.33,1,0,0,3,0,1,Other,3,2014-07-06,1,100,48,110,49,105,51,128,66,2,1,12,4,72,27,90,33,12,9,20,16,16,12,0,0,93,45,94,36,7,3,10,7,0,0,6,6,0,Lightweight,900,3,0
Jumabieke Tuerxun,Leandro Issa,0,0,0.25,0.31,0.0,0.25,0,3,0,5,0,1,Submission,3,2014-07-06,1,127,33,139,44,134,40,170,71,0,0,8,2,107,24,113,23,15,5,7,4,5,4,19,17,124,31,135,42,1,0,0,0,2,2,4,2,0,Bantamweight,829,3,0
Adriano Martins,Juan Puig,1,0,0.37,0.25,0.0,0.0,0,0,0,0,0,0,KO,1,2014-07-06,1,24,9,51,13,25,10,51,13,0,0,0,0,24,9,37,4,0,0,1,1,0,0,13,8,22,9,51,13,2,0,0,0,0,0,0,0,0,Lightweight,141,3,1
Patrick Walsh,Daniel Spohn,0,0,0.45,0.47,0.71,0.0,3,2,7,2,0,0,Other,3,2014-07-06,1,24,11,51,24,127,110,80,52,7,5,1,0,24,11,46,20,0,0,1,1,0,0,4,3,12,4,40,17,1,1,10,6,11,6,1,1,0,Light Heavyweight,900,3,1
Sarah Moras,Alexis Dufresne,0,0,0.44,0.42,0.5,1.0,0,0,0,7,1,1,Other,3,2014-07-06,1,34,15,28,12,149,123,86,65,2,1,3,3,29,12,21,5,3,1,5,5,2,2,2,2,21,8,11,5,8,4,0,0,5,3,17,7,0,Catch Weight,900,3,1
Robert Drysdale,Keith Berish,0,0,0.0,0.0,1.0,0.0,3,0,1,0,0,0,Other,1,2014-07-06,1,5,0,0,0,7,2,1,1,1,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,Light Heavyweight,123,3,0
Chris Weidman,Lyoto Machida,0,0,0.36,0.41,0.38,0.0,0,0,2,0,0,0,Other,5,2014-07-05,1,177,65,139,58,206,90,145,63,13,5,0,0,136,47,107,39,24,7,26,15,17,11,6,4,156,51,130,51,12,8,8,7,9,6,1,0,1,Middleweight,1500,5,1
Ronda Rousey,Alexis Davis,0,0,0.87,0.33,1.0,0.0,0,0,1,0,0,0,KO,1,2014-07-05,1,16,14,6,2,16,14,6,2,1,1,0,0,15,13,6,2,1,1,0,0,0,0,0,0,6,4,6,2,1,1,0,0,9,9,0,0,1,Women's Bantamweight,16,5,1
Uriah Hall,Thiago Santos,0,0,0.37,0.34,1.0,0.0,1,0,0,0,0,0,Other,3,2014-07-05,1,113,42,129,44,113,42,133,48,1,1,2,0,80,22,71,8,15,4,17,4,18,16,41,32,107,40,120,36,2,1,5,5,4,1,4,3,0,Middleweight,900,3,1
Marcus Brimage,Russell Doane,0,0,0.36,0.33,1.0,0.33,0,0,0,2,0,0,Other,3,2014-07-05,1,75,27,72,24,81,33,86,37,2,2,9,3,52,9,62,15,3,2,9,8,20,16,1,1,71,24,62,14,4,3,5,5,0,0,5,5,0,Bantamweight,900,3,0
Urijah Faber,Alex Caceres,0,0,0.52,0.44,0.41,0.0,1,0,1,0,0,0,Submission,3,2014-07-05,1,38,20,45,20,62,41,62,35,12,5,0,0,31,16,32,10,6,3,7,5,1,1,6,5,19,6,31,13,9,6,9,6,10,8,5,1,0,Bantamweight,669,3,1
Kenny Robertson,Ildemar Alcantara,0,0,0.63,0.33,0.3,0.5,2,0,3,0,1,0,Other,3,2014-07-05,1,110,70,65,22,195,135,71,25,10,3,2,1,85,46,56,14,6,5,8,7,19,19,1,1,48,25,56,15,11,9,5,5,51,36,4,2,0,Welterweight,900,3,1
Chris Camozzi,Bruno Santos,0,0,0.49,0.49,0.0,0.66,1,0,0,7,0,0,Other,3,2014-07-05,1,85,42,51,25,111,67,82,45,1,0,6,4,65,25,36,13,11,9,7,4,9,8,8,8,66,27,33,11,6,4,11,11,13,11,7,3,0,Middleweight,900,3,0
George Roop,Rob Font,0,1,0.27,0.52,0.0,0.0,0,0,0,0,0,0,KO,1,2014-07-05,1,37,10,23,12,37,10,23,12,0,0,0,0,28,5,18,7,5,2,2,2,4,3,3,3,34,9,19,9,3,1,2,2,0,0,2,1,0,Bantamweight,139,3,0
Luke Zachrich,Guilherme Vasconcelos,0,0,0.29,0.29,1.0,0.0,0,0,0,0,0,0,Other,3,2014-07-05,1,226,66,166,49,226,66,166,49,1,1,3,0,205,49,135,29,11,8,19,9,10,9,12,11,223,66,164,48,3,0,2,1,0,0,0,0,0,Middleweight,900,3,1
Kevin Casey,Bubba Bush,1,0,0.83,0.5,0.0,0.0,0,0,1,0,0,0,Other,1,2014-07-05,1,18,15,4,2,27,24,4,2,0,0,0,0,17,14,2,1,1,1,1,0,0,0,1,1,3,2,4,2,0,0,0,0,15,13,0,0,0,Middleweight,61,3,0
Cub Swanson,Jeremy Stephens,0,0,0.39,0.28,0.0,0.25,0,0,0,0,0,0,Other,5,2014-06-28,0,219,87,228,65,236,103,239,76,0,0,8,2,171,57,190,41,17,9,13,8,31,21,25,16,215,83,220,63,4,4,7,2,0,0,1,0,0,Featherweight,1500,5,1
Kelvin Gastelum,Nico Musoke,0,0,0.38,0.28,0.0,0.33,0,0,0,1,1,0,Other,3,2014-06-28,0,174,67,128,36,207,97,134,42,0,0,6,2,145,46,112,27,22,16,14,7,7,5,2,2,151,55,123,34,21,10,5,2,2,2,0,0,0,Welterweight,900,3,1
Cezar Ferreira,Andrew Craig,0,1,0.32,0.23,0.5,0.0,0,0,1,0,0,0,Other,3,2014-06-28,0,61,20,67,16,72,31,114,56,4,2,1,0,39,6,59,12,19,11,3,2,3,3,5,2,57,16,61,13,1,1,3,0,3,3,3,3,0,Middleweight,900,3,1
Ricardo Lamas,Hacran Dias,0,0,0.35,0.41,0.18,0.4,1,0,2,0,1,0,Other,3,2014-06-28,0,94,33,74,31,111,50,100,57,11,2,5,2,62,10,55,17,12,8,11,8,20,15,8,6,75,16,69,26,19,17,5,5,0,0,0,0,0,Featherweight,900,3,1
Clint Hester,Antonio Braga Neto,0,0,0.51,0.5,1.0,0.37,0,0,0,7,1,1,Other,3,2014-06-28,0,78,40,32,16,88,50,95,73,1,1,8,3,61,27,31,15,14,12,1,1,3,1,0,0,70,36,20,5,1,0,1,1,7,4,11,10,0,Middleweight,900,3,1
Joe Ellenberger,James Moontasri,0,1,0.59,0.52,0.3,0.0,2,0,1,1,0,0,Other,3,2014-06-28,0,37,22,67,35,73,50,163,119,10,3,0,0,31,17,63,31,5,4,4,4,1,1,0,0,17,6,26,11,5,4,2,1,15,12,39,23,0,Lightweight,900,3,1
Colton Smith,Diego Ferreira,0,0,0.66,0.7,0.0,1.0,0,1,0,1,0,0,Submission,1,2014-06-28,0,3,2,10,7,3,2,10,7,0,0,1,1,1,0,6,4,1,1,4,3,1,1,0,0,1,0,4,2,2,2,3,3,0,0,3,2,0,Lightweight,38,3,0
Johnny Bedford,Cody Gibson,0,1,0.63,0.37,0.0,0.0,0,0,0,0,0,0,KO,1,2014-06-28,0,11,7,8,3,11,7,8,3,0,0,0,0,9,5,6,2,2,2,1,0,0,0,1,1,4,3,5,2,7,4,2,1,0,0,1,0,0,Bantamweight,38,3,0
Marcelo Guimaraes,Andy Enz,0,0,0.46,0.18,0.33,0.0,0,0,0,0,0,0,Other,3,2014-06-28,0,166,78,229,42,174,85,239,51,9,3,0,0,99,25,206,28,24,15,13,5,43,38,10,9,152,70,226,40,14,8,3,2,0,0,0,0,0,Middleweight,900,3,1
Ray Borg,Shane Howell,0,0,0.66,0.0,1.0,0.0,2,0,2,0,0,0,Submission,1,2014-06-28,0,3,2,3,0,8,6,5,2,1,1,0,0,2,1,3,0,0,0,0,0,1,1,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,Flyweight,137,3,1
Aleksei Oleinik,Anthony Hamilton,0,0,0.45,0.42,0.25,0.0,1,0,1,0,0,0,Submission,1,2014-06-28,0,22,10,14,6,26,13,14,6,4,1,1,0,18,6,13,5,4,4,1,1,0,0,0,0,18,7,12,5,4,3,2,1,0,0,0,0,0,Heavyweight,138,3,1
James Te Huna,Nate Marquardt,0,1,0.6,0.62,0.0,1.0,0,1,0,2,0,0,Submission,1,2014-06-28,0,10,6,27,17,21,17,40,29,1,0,2,2,4,1,23,15,4,3,3,2,2,2,1,0,2,0,9,3,8,6,4,2,0,0,14,12,0,Middleweight,274,5,0
Soa Palelei,Jared Rosholt,0,0,0.44,0.74,0.0,0.25,0,0,1,2,0,0,Other,3,2014-06-28,0,25,11,58,43,62,46,177,148,5,0,4,1,20,8,28,16,2,1,11,9,3,2,19,18,16,4,15,4,5,3,27,24,4,4,16,15,0,Heavyweight,900,3,0
Hatsu Hioki,Charles Oliveira,0,0,0.4,0.63,0.75,0.6,0,2,6,0,0,0,Submission,2,2014-06-28,0,27,11,38,24,51,31,52,33,4,3,5,3,21,7,23,10,6,4,11,10,0,0,4,4,17,6,14,3,3,2,17,14,7,3,7,7,0,Featherweight,572,3,0
Robert Whittaker,Mike Rhodes,0,0,0.36,0.32,1.0,0.0,0,0,1,0,0,0,Other,3,2014-06-28,0,183,66,146,47,213,93,153,52,1,1,2,0,163,46,115,25,10,10,8,4,10,10,23,18,177,62,142,44,4,3,4,3,2,1,0,0,0,Welterweight,900,3,1
Jake Matthews,Dashon Johnson,0,0,0.7,0.73,0.36,0.0,1,1,4,0,0,1,Submission,3,2014-06-28,0,85,60,15,11,167,137,28,24,11,4,1,0,76,51,12,8,5,5,2,2,4,4,1,1,22,4,9,5,10,10,6,6,53,46,0,0,0,Lightweight,796,3,1
Richie Vaculik,Roldan Sangcha-an,0,0,0.54,0.44,0.26,0.5,2,0,7,1,1,1,Other,3,2014-06-28,0,50,27,81,36,82,55,85,40,15,4,2,1,32,12,56,15,9,9,6,4,9,6,19,17,38,16,76,33,10,9,5,3,2,2,0,0,0,Flyweight,900,3,1
Chris Indich,Vik Grujic,0,0,0.4,0.5,1.0,0.33,0,0,0,2,0,0,KO,1,2014-06-28,0,35,14,30,15,42,20,39,24,1,1,3,1,21,3,27,12,7,6,1,1,7,5,2,2,25,6,21,10,10,8,8,5,0,0,1,0,0,Welterweight,295,3,0
Neil Magny,Rodrigo de Lima,1,0,0.54,0.35,1.0,0.33,0,2,0,3,0,1,KO,2,2014-06-28,0,55,30,14,5,57,31,41,30,2,2,3,1,54,29,8,0,1,1,2,1,0,0,4,4,55,30,12,3,0,0,0,0,0,0,2,2,0,Welterweight,452,3,1
Dan Hooker,Ian Entwistle,0,0,0.66,0.11,0.0,0.0,0,3,0,0,0,0,KO,1,2014-06-28,0,18,12,9,1,67,51,9,1,0,0,2,0,17,11,8,0,1,1,1,1,0,0,0,0,5,3,8,0,1,1,1,1,12,8,0,0,0,Featherweight,214,3,1
Gian Villante,Sean O'Connell,0,1,0.56,0.47,0.0,0.0,0,2,0,0,0,0,Other,3,2014-06-28,0,164,93,228,109,194,120,276,153,1,0,4,0,122,55,183,70,25,23,22,17,17,15,23,22,142,74,209,92,22,19,19,17,0,0,0,0,0,Light Heavyweight,900,3,1
