fighter_name,DOB,Height,Reach,Stance,Weight
Yuji Nagata,24-Apr-68,"6' 0""",,Orthodox,225 lbs.
Greg Nagy,18-Oct-83,"6' 1""",,Orthodox,210 lbs.
Logan Nail,20-Jun-89,,,,185 lbs.
Andrews Nakahara,12-Mar-83,"6' 1""",,Orthodox,185 lbs.
Rin Nakai,22-Oct-86,"5' 1""","60""",Orthodox,135 lbs.
Kazuhiro Nakamura,16-Jul-79,"5' 11""","70""",Orthodox,205 lbs.
Keita Nakamura,22-May-84,"5' 11""","73""",Southpaw,170 lbs.
Daisuke Nakamura,10-Jun-80,"5' 7""",,Orthodox,154 lbs.
Yusaku Nakamura,21-Jun-86,"5' 5""",,,145 lbs.
Jutaro Nakao,30-Nov-70,"5' 9""",,Southpaw,170 lbs.
Yoshihiro Nakao,25-Jun-72,"6' 0""",,Southpaw,220 lbs.
Yui Chul Nam,16-Jul-81,"5' 9""","69""",Orthodox,145 lbs.
Tyson Nam,6-Oct-83,"5' 7""","68""",Orthodox,125 lbs.
Rose Namajunas,29-Jun-92,"5' 5""","65""",Orthodox,115 lbs.
Yasuhito Namekawa,27-Oct-74,"5' 9""",,Orthodox,205 lbs.
Nad Narimani,14-Apr-87,"5' 8""","70""",Orthodox,145 lbs.
Roger Narvaez,9-Sep-83,"6' 3""","79""",Southpaw,185 lbs.
Allan Nascimento,11-Sep-91,"5' 9""",,Orthodox,125 lbs.
Rodrigo Nascimento,26-Nov-92,"6' 2""","80""",Orthodox,246 lbs.
Bobby Nash,26-Mar-90,"6' 0""","74""",Orthodox,170 lbs.
Pawel Nastula,26-Jun-70,"6' 0""",,Southpaw,230 lbs.
Rafael Natal,25-Dec-82,"6' 0""","76""",Orthodox,185 lbs.
Ismail Naurdiev,18-Aug-96,"5' 10""","74""",Orthodox,170 lbs.
Danny Navarro,27-May-83,"5' 10""",,,155 lbs.
Marcio Navarro,17-Sep-78,"6' 0""",,,155 lbs.
Dustin Neace,12-Sep-86,"5' 9""",,,145 lbs.
Joe Neal,29-Jul-86,"5' 6""",,,135 lbs.
Geoff Neal,28-Aug-90,"5' 11""","75""",Southpaw,170 lbs.
Stanislav Nedkov,9-Dec-81,"5' 11""","71""",Orthodox,205 lbs.
Josh Neer,24-Mar-83,"5' 11""","72""",Orthodox,170 lbs.
Nicolae Negumereanu,4-Sep-94,"6' 0""","78""",Orthodox,205 lbs.
Steve Nelmark,,"6' 0""",,Orthodox,240 lbs.
Shane Nelson,29-Nov-84,"5' 9""","70""",Southpaw,155 lbs.
Roy Nelson,20-Jun-76,"6' 0""","72""",Orthodox,263 lbs.
Gunnar Nelson,28-Jul-88,"5' 11""","72""",Switch,170 lbs.
Kyle Nelson,20-Apr-91,"5' 11""","71""",Switch,155 lbs.
Lissette Neri,5-Aug-87,"5' 2""",,,145 lbs.
Mario Neto,,"6' 0""",,Orthodox,229 lbs.
Antonio Braga Neto,29-Oct-87,"6' 3""","77""",Orthodox,185 lbs.
Julio Cesar Neves Jr.,25-Apr-94,"5' 8""",,,145 lbs.
Nick Newell,17-Mar-86,"5' 10""","74""",Southpaw,155 lbs.
Journey Newson,7-Mar-89,"5' 5""","67""",Orthodox,135 lbs.
Jeff Newton,11-Dec-66,"6' 2""",,Sideways,205 lbs.
Carlos Newton,17-Aug-76,"5' 9""",,Orthodox,170 lbs.
Emanuel Newton,2-Jan-84,"6' 1""",,,205 lbs.
Francis Ngannou,5-Sep-86,"6' 4""","83""",Orthodox,250 lbs.
Ben Nguyen,3-Aug-88,"5' 5""","65""",Switch,125 lbs.
Steven Nguyen,19-May-93,"5' 11""",,Switch,145 lbs.
Alex Nicholson,2-May-90,"6' 4""","81""",Orthodox,185 lbs.
Mike Nickels,13-Dec-71,"6' 4""",,Orthodox,205 lbs.
Matheus Nicolau,6-Jan-93,"5' 6""","66""",Orthodox,125 lbs.
Jaimee Nievera,28-Oct-84,"5' 5""",,Orthodox,125 lbs.
Tom Niinimaki,25-Jul-82,"5' 9""","69""",Orthodox,145 lbs.
Ramsey Nijem,1-Apr-88,"5' 11""","75""",Orthodox,155 lbs.
Hans Nijman,23-Oct-59,"6' 0""",,Switch,250 lbs.
Mats Nilsson,5-Dec-83,"6' 1""","74""",Orthodox,170 lbs.
Ning Guangyou,15-Dec-81,"5' 4""","64""",Southpaw,145 lbs.
Soichi Nishida,,"5' 11""",,Orthodox,320 lbs.
Yosuke Nishijima,15-May-73,"5' 9""",,Orthodox,205 lbs.
Akiyo Nishiura,8-Aug-83,"5' 8""",,Southpaw,139 lbs.
Anthony Njokuani,1-Mar-80,"6' 1""","75""",Orthodox,155 lbs.
Chidi Njokuani,31-Dec-88,"6' 3""",,,170 lbs.
Derrick Noble,14-Aug-78,"5' 9""",,Southpaw,170 lbs.
Pedro Nobre,13-Feb-86,"5' 5""",,,135 lbs.
Minotauro Nogueira,2-Jun-76,"6' 3""","77""",Orthodox,240 lbs.
Rogerio Nogueira,2-Jun-76,"6' 2""","75""",Southpaw,205 lbs.
Alexandre Franca Nogueira,15-Jan-78,"5' 7""",,Orthodox,145 lbs.
Talita Nogueira,13-Oct-85,"5' 10""",,,145 lbs.
Kyle Noke,18-Mar-80,"6' 1""","76""",Southpaw,170 lbs.
KJ Noons,7-Dec-82,"5' 10""","72""",Orthodox,155 lbs.
Sage Northcutt,1-Mar-96,"6' 0""","71""",Orthodox,170 lbs.
Jan Nortje,11-Apr-75,"6' 1""",,Southpaw,310 lbs.
Scott Norton,15-Mar-73,"5' 10""",,Orthodox,170 lbs.
Jonatas Novaes,2-Mar-81,"5' 11""",,,170 lbs.
Jason Novelli,8-Jun-79,"6' 0""","75""",Orthodox,155 lbs.
Phillipe Nover,3-Feb-84,"5' 9""","72""",Orthodox,145 lbs.
Diego Nunes,30-Nov-82,"5' 6""","67""",Orthodox,145 lbs.
Amanda Nunes,30-May-88,"5' 8""","69""",Orthodox,145 lbs.
Istela Nunes,23-Jul-92,"5' 4""",,,115 lbs.
Khabib Nurmagomedov,20-Sep-88,"5' 10""","70""",Orthodox,155 lbs.
Said Nurmagomedov,5-Apr-92,"5' 8""","70""",Orthodox,135 lbs.
Abubakar Nurmagomedov,13-Nov-89,"5' 11""","72""",Orthodox,170 lbs.
Kennedy Nzechukwu,13-Jun-92,"6' 5""","83""",Southpaw,205 lbs.
Jake O'Brien,25-Sep-84,"6' 3""","76""",Orthodox,205 lbs.
TJ O'Brien,1-Jan-87,"6' 2""",,Orthodox,155 lbs.
Sean O'Connell,2-Sep-83,"6' 1""","74""",Orthodox,205 lbs.
Dan O'Connor,17-Nov-82,"5' 4""",,,115 lbs.
Sean O'Haire,25-Feb-71,"6' 5""",,Orthodox,270 lbs.
Sean O'Malley,24-Oct-94,"5' 11""","72""",Switch,135 lbs.
Jeremiah O'Neal,25-Oct-77,"5' 8""",,,260 lbs.
Chuck O'Neil,22-Sep-85,"6' 2""",,,170 lbs.
Brendan O'Reilly,24-Jun-87,"5' 7""","69""",Orthodox,170 lbs.
Takahiro Oba,,"5' 8""",,Southpaw,200 lbs.
Nobuhiro Obiya,15-Jan-81,"5' 8""",,Orthodox,145 lbs.
Christian Ocon,5-Feb-96,"5' 8""","69""",Orthodox,135 lbs.
Richard Odoms,8-May-75,"6' 5""","82""",Orthodox,265 lbs.
Volkan Oezdemir,19-Sep-89,"6' 2""","75""",Orthodox,205 lbs.
Naoya Ogawa,31-Mar-68,"6' 4""",,Orthodox,255 lbs.
Andy Ogle,16-Feb-89,"5' 8""","69""",Orthodox,145 lbs.
Michiyoshi Ohara,,"5' 10""",,Orthodox,205 lbs.
Koji Oishi,31-May-77,"5' 8""",,Orthodox,170 lbs.
Yushin Okami,21-Jul-81,"6' 2""","75""",Southpaw,170 lbs.
JJ Okanovich,4-Nov-90,"5' 11""","76""",Orthodox,155 lbs.
Kazuki Okubo,,"5' 11""",,Orthodox,175 lbs.
Aleksei Oleinik,20-Jun-77,"6' 2""","80""",Orthodox,240 lbs.
Michal Oleksiejczuk,22-Feb-95,"6' 0""","74""",Southpaw,205 lbs.
Rafaello Oliveira,26-Jan-82,"5' 8""","71""",Orthodox,155 lbs.
Charles Oliveira,17-Oct-89,"5' 10""","74""",Orthodox,155 lbs.
Ednaldo Oliveira,19-Feb-84,"6' 5""","79""",Orthodox,205 lbs.
Alex Oliveira,21-Feb-88,"5' 11""","76""",Orthodox,170 lbs.
Wendell Oliveira,1-Jun-83,"5' 10""","72""",Orthodox,170 lbs.
Felipe Olivieri,12-Apr-85,"5' 9""","72""",Orthodox,155 lbs.
Andy Ologun,12-Jun-83,"6' 0""",,Orthodox,154 lbs.
Shana Olsen,17-Dec-80,"5' 7""",,,145 lbs.
Cameron Olson,22-Nov-89,"6' 1""","75""",Orthodox,205 lbs.
Alan Omer,14-Sep-88,"5' 10""","71""",Orthodox,145 lbs.
Daniel Omielanczuk,31-Aug-82,"6' 0""","74""",Southpaw,247 lbs.
Michihiro Omigawa,19-Dec-75,"5' 6""","68""",Orthodox,145 lbs.
Charlie Ontiveros,4-Jul-91,"6' 2""",,,170 lbs.
Chibwikem Onyenegecha-Palmer,18-Apr-94,"6' 3""","76""",Orthodox,185 lbs.
Brian Ortega,21-Feb-91,"5' 8""","69""",Switch,145 lbs.
Tito Ortiz,23-Jan-75,"6' 3""","74""",Orthodox,205 lbs.
Dustin Ortiz,25-Dec-88,"5' 5""","65""",Orthodox,125 lbs.
Kenji Osawa,4-Nov-76,"5' 7""","66""",Orthodox,135 lbs.
Ode Osbourne,9-Jan-92,"5' 7""","73""",Southpaw,135 lbs.
Nick Osipczak,30-Dec-84,"6' 2""","76""",Orthodox,170 lbs.
Nissen Osterneck,1-May-81,"6' 2""",,Orthodox,185 lbs.
Rachael Ostovich,25-Feb-91,"5' 3""","62""",Orthodox,125 lbs.
Pedro Otavio,,"6' 3""",,Orthodox,245 lbs.
Alexander Otsuka,17-Jul-71,"6' 1""",,Orthodox,205 lbs.
Takafumi Otsuka,,"5' 6""",,Orthodox,139 lbs.
Zak Ottow,22-Dec-86,"5' 11""","72""",Orthodox,170 lbs.
Artur Oumakhanov,27-Feb-79,"5' 7""",,Orthodox,154 lbs.
Sidney Outlaw,11-Apr-92,"5' 8""","74""",Orthodox,170 lbs.
Alistair Overeem,17-May-80,"6' 4""","80""",Orthodox,265 lbs.
Valentijn Overeem,17-Aug-76,"6' 3""",,Orthodox,230 lbs.
Craig Oxley,14-Feb-73,"5' 9""",,,155 lbs.
Shungo Oyama,11-Apr-74,"5' 11""",,Southpaw,185 lbs.
Alptekin Ozkilic,27-Mar-86,"5' 5""","65""",Orthodox,125 lbs.
Nick Pace,17-Apr-87,"5' 7""","68""",Orthodox,135 lbs.
Larissa Pacheco,7-Sep-94,"5' 7""","69""",Orthodox,135 lbs.
Teemu Packalen,22-May-87,"6' 1""","75""",Orthodox,155 lbs.
George Pacurariu,28-Jul-84,"5' 7""",,,135 lbs.
Cyrillo Padilha,23-Jan-78,"5' 11""",,,155 lbs.
Gary Padilla,4-May-80,"5' 11""",,,205 lbs.
Damacio Page,30-Sep-82,"5' 6""","66""",Orthodox,135 lbs.
Michael Page,7-Apr-87,"6' 2""",,,170 lbs.
Dustin Pague,5-Aug-87,"5' 9""","74""",Orthodox,135 lbs.
Josh Paiva,5-Apr-91,"5' 6""",,,125 lbs.
Raulian Paiva,17-Oct-95,"5' 8""","69""",Orthodox,125 lbs.
Fredson Paixao,13-May-79,"5' 6""","66""",Orthodox,145 lbs.
Ricardo Palacios,5-Jul-87,"5' 6""",,Orthodox,145 lbs.
Bart Palaszewski,30-May-83,"5' 9""","70""",Orthodox,145 lbs.
Soa Palelei,12-Jul-77,"6' 4""","81""",Orthodox,265 lbs.
Rousimar Palhares,26-Feb-80,"5' 8""","71""",Orthodox,170 lbs.
Tulio Palhares,,,,,180 lbs.
Stephen Palling,29-Jan-67,"5' 4""",,,143 lbs.
Eduardo Pamplona,20-Feb-73,"5' 11""",,,170 lbs.
Alexandre Pantoja,16-Apr-90,"5' 5""","67""",Orthodox,125 lbs.
Jared Papazian,1-Feb-88,"5' 8""","67""",Southpaw,135 lbs.
Joe Pardo,,"6' 1""",,Southpaw,210 lbs.
Remco Pardoel,,"6' 3""",,Southpaw,260 lbs.
Josh Parisian,28-Jun-89,"6' 4""",,Orthodox,265 lbs.
Karo Parisyan,28-Aug-82,"5' 10""","72""",Orthodox,170 lbs.
Won Sik Park,,"5' 11""",,Orthodox,154 lbs.
Junyong Park,27-Feb-91,"5' 10""","73""",Orthodox,185 lbs.
Harvey Park,22-Mar-86,"6' 0""","70""",Orthodox,155 lbs.
Norman Parke,22-Dec-86,"5' 11""","70""",Southpaw,155 lbs.
Ryan Parker,,"6' 3""",,Southpaw,235 lbs.
Tyra Parker,,"5' 5""",,Orthodox,115 lbs.
Willie Parks,4-Nov-83,"5' 10""",,,185 lbs.
Jordan Parsons,26-Aug-90,"5' 9""",,,145 lbs.
Onassis Parungao,,"5' 11""",,,200 lbs.
Jorge Patino,5-Aug-73,"5' 8""",,Orthodox,170 lbs.
Claude Patrick,14-Jun-80,"5' 11""","75""",Orthodox,170 lbs.
Alan Patrick,19-Jul-83,"5' 11""","74""",Southpaw,155 lbs.
Justin Patterson,7-Dec-85,"5' 10""",,,170 lbs.
Julio Paulino,4-Dec-75,"6' 0""",,Orthodox,170 lbs.
Sergei Pavlovich,13-May-92,"6' 3""","84""",Southpaw,257 lbs.
Pawel Pawlak,8-Feb-89,"6' 0""","73""",Orthodox,170 lbs.
Estevan Payan,14-Mar-82,"5' 10""","72""",Orthodox,145 lbs.
Sarah Payant,,"5' 4""",,,115 lbs.
Jonathan Pearce,1-May-92,"6' 0""","71""",Switch,155 lbs.
Joe Pearson,28-Mar-78,"5' 10""",,Orthodox,145 lbs.
Ross Pearson,26-Sep-84,"5' 8""","69""",Orthodox,155 lbs.
Andre Pederneiras,22-Mar-67,"5' 8""",,Orthodox,155 lbs.
Carlo Pedersoli,8-Jun-93,"5' 11""","75""",Southpaw,170 lbs.
Tyson Pedro,17-Sep-91,"6' 3""","79""",Orthodox,205 lbs.
Willie Peeters,26-Oct-65,"5' 9""",,Orthodox,220 lbs.
Filip Pejic,21-Jul-92,"5' 8""","70""",Orthodox,135 lbs.
Kurt Pellegrino,7-May-79,"5' 8""","70""",Orthodox,155 lbs.
Julianna Pena,19-Aug-89,"5' 6""","69""",Orthodox,135 lbs.
Luis Pena,5-Jul-93,"6' 3""","75""",Southpaw,155 lbs.
Sherman Pendergarst,1-Aug-67,"6' 1""",,Orthodox,235 lbs.
Drew Pendleton,8-Dec-83,,,,145 lbs.
Cathal Pendred,2-Sep-87,"6' 1""","75""",Orthodox,170 lbs.
BJ Penn,13-Dec-78,"5' 9""","70""",Orthodox,155 lbs.
Jessica Penne,30-Jan-83,"5' 5""","67""",Orthodox,115 lbs.
Nick Penner,26-Mar-80,"6' 4""","77""",Southpaw,205 lbs.
Justin Pennington,,"5' 4""",,,
Raquel Pennington,5-Sep-88,"5' 7""","67""",Orthodox,135 lbs.
Jerron Peoples,4-May-82,"6' 0""",,,170 lbs.
Godofredo Pepey,2-Jul-87,"5' 7""","73""",Orthodox,145 lbs.
Robert Peralta,14-Mar-86,"5' 8""","71""",Orthodox,145 lbs.
Viviane Pereira,28-Aug-93,"5' 1""","63""",Orthodox,115 lbs.
Michel Pereira,6-Oct-93,"6' 1""","73""",Orthodox,170 lbs.
Erik Perez,19-Nov-89,"5' 8""","68""",Orthodox,135 lbs.
Alejandro Perez,2-Sep-89,"5' 6""","67""",Orthodox,135 lbs.
Frankie Perez,11-May-89,"5' 11""","73""",Orthodox,155 lbs.
Alex Perez,21-Mar-92,"5' 6""","65""",Orthodox,125 lbs.
Markus Perez,22-Jun-88,"6' 1""","73""",Orthodox,185 lbs.
Anthony Perosh,5-Oct-72,"6' 3""","75""",Orthodox,205 lbs.
Thiago Perpetuo,14-Dec-87,"5' 10""","71""",Orthodox,170 lbs.
Hernani Perpetuo,24-May-85,"6' 0""","74""",Orthodox,170 lbs.
Jason Perrin,15-Jun-93,"5' 7""","69""",Switch,135 lbs.
Mike Perry,15-Sep-91,"5' 10""","71""",Orthodox,170 lbs.
Raphael Pessoa,9-Mar-89,"6' 3""","78""",Orthodox,262 lbs.
Viktor Pesta,15-Jul-90,"6' 3""","77""",Orthodox,240 lbs.
Leiticia Pestova,15-Jan-84,"5' 6""",,Orthodox,135 lbs.
Tony Petarra,,"5' 11""",,Orthodox,196 lbs.
Cory Peterson,,"6' 11""",,Orthodox,400 lbs.
Steven Peterson,29-May-90,"5' 10""","70""",Orthodox,145 lbs.
Seth Petruzelli,3-Dec-79,"6' 0""","76""",Orthodox,205 lbs.
Peter Petties,20-Dec-90,"5' 11""","72""",Southpaw,145 lbs.
Anthony Pettis,27-Jan-87,"5' 10""","72""",Orthodox,155 lbs.
Sergio Pettis,18-Aug-93,"5' 6""","69""",Orthodox,125 lbs.
Forrest Petz,22-Sep-75,"5' 9""","71""",Orthodox,170 lbs.
Cody Pfister,12-Jul-90,"5' 10""","73""",Orthodox,155 lbs.
Nam Phan,13-Mar-83,"5' 6""","70""",Orthodox,135 lbs.
Costas Philippou,29-Nov-79,"5' 11""","73""",Orthodox,185 lbs.
Wayne Phillips,17-Jun-83,,,,185 lbs.
Dave Phillips,12-Jan-80,"6' 0""",,Orthodox,185 lbs.
Aaron Phillips,5-Aug-89,"5' 9""","70""",Southpaw,135 lbs.
Elizabeth Phillips,20-Aug-86,"5' 6""","65""",Orthodox,135 lbs.
John Phillips,9-Jun-85,"5' 11""","75""",Southpaw,185 lbs.
Kyler Phillips,12-Jun-95,"5' 8""","72""",Orthodox,135 lbs.
Adam Piccolotti,23-Oct-88,"5' 11""",,,155 lbs.
Vinc Pichel,23-Nov-82,"5' 10""","72""",Orthodox,155 lbs.
Brad Pickett,24-Sep-78,"5' 6""","68""",Orthodox,135 lbs.
Jamie Pickett,29-Aug-88,"6' 2""","80""",Orthodox,185 lbs.
Oskar Piechota,24-Jan-90,"6' 0""","76""",Southpaw,185 lbs.
Mike Pierce,1-Sep-80,"5' 8""","70""",Orthodox,170 lbs.
Joao Pierini,11-Dec-71,"6' 1""",,Switch,155 lbs.
Sean Pierson,10-Mar-76,"6' 0""","76""",Southpaw,170 lbs.
Domingo Pilarte,5-Jan-90,"6' 0""","73""",Southpaw,135 lbs.
Daniel Pineda,6-Aug-85,"5' 7""","69""",Orthodox,145 lbs.
Jesus Pinedo,22-Jun-96,"5' 10""",,Southpaw,155 lbs.
Liu Pingyuan,13-Feb-93,"5' 6""","72""",Orthodox,135 lbs.
Maki Pitolo,24-Nov-90,"5' 10""","75""",Orthodox,170 lbs.
Dmitry Poberezhets,11-Jun-85,"6' 3""",,,237 lbs.
Jamal Pogues,1-Dec-95,"6' 3""","77""",Orthodox,205 lbs.
Ross Pointon,18-Feb-80,"5' 8""",,Orthodox,170 lbs.
Dustin Poirier,19-Jan-89,"5' 9""","72""",Southpaw,155 lbs.
Igor Pokrajac,2-Jan-79,"6' 0""","76""",Orthodox,205 lbs.
John Polakowski,21-Jun-81,"5' 10""",,Orthodox,155 lbs.
Mike Polchlopek,27-Dec-65,"6' 4""",,Orthodox,285 lbs.
Santiago Ponzinibbio,26-Sep-86,"6' 0""","73""",Orthodox,170 lbs.
Grigorii Popov,18-Apr-84,"5' 7""","68""",Switch,135 lbs.
Alexander Poppeck,6-Apr-92,"6' 2""",,Orthodox,205 lbs.
Felipe Portela,23-Nov-87,,,,170 lbs.
Callan Potter,9-Jun-84,"6' 0""","72""",Orthodox,170 lbs.
Ruan Potts,23-Feb-78,"6' 2""","75""",Orthodox,247 lbs.
Devin Powell,1-Mar-88,"6' 0""","73""",Orthodox,155 lbs.
Marcin Prachnio,14-Jul-88,"6' 3""","74""",Orthodox,205 lbs.
Wagner Prado,30-Dec-86,"6' 0""","74""",Southpaw,205 lbs.
Trevor Prangley,24-Aug-72,"6' 1""","75""",Orthodox,185 lbs.
Ricardo Prasel,2-Jun-90,"6' 7""","78""",Orthodox,238 lbs.
Carlo Prater,25-Jun-81,"5' 11""","72""",Switch,155 lbs.
Michel Prazeres,25-Jul-81,"5' 6""","67""",Orthodox,170 lbs.
Philip Preece,,"5' 8""",,Orthodox,205 lbs.
Kyle Prepolec,30-Aug-89,"5' 10""","70""",Southpaw,170 lbs.
Dorian Price,20-Aug-77,"6' 3""",,Southpaw,170 lbs.
Chris Price,9-Nov-82,"6' 2""",,Southpaw,185 lbs.
Niko Price,29-Sep-89,"6' 0""","76""",Orthodox,170 lbs.
Shane Primm,30-Jul-84,"6' 3""",,Orthodox,205 lbs.
Brent Primus,12-Apr-85,"5' 10""",,,155 lbs.
Jiri Prochazka,14-Oct-92,"6' 4""",,,205 lbs.
Lara Procopio,14-Nov-95,"5' 4""","67""",Orthodox,135 lbs.
Joe Proctor,10-Aug-85,"5' 10""","72""",Orthodox,155 lbs.
Cole Province,17-Jan-81,"5' 9""","68""",Orthodox,145 lbs.
Daniel Puder,9-Oct-81,"6' 3""",,Orthodox,235 lbs.
Lucie Pudilova,13-Jun-94,"5' 8""","67""",Orthodox,125 lbs.
Claudio Puelles,21-Apr-96,"5' 11""","72""",Southpaw,155 lbs.
Juan Puig,23-Apr-89,"5' 9""","72""",Orthodox,145 lbs.
Josh Pulsifer,16-Mar-83,"5' 10""",,,145 lbs.
Jens Pulver,6-Dec-74,"5' 7""","70""",Southpaw,145 lbs.
Mike Pyle,18-Sep-75,"6' 0""","74""",Orthodox,170 lbs.
Bao Quach,4-Sep-79,"5' 3""",,Orthodox,145 lbs.
Gary Quan,11-Apr-71,"5' 8""",,,143 lbs.
Billy Quarantillo,8-Dec-88,"5' 10""","70""",Orthodox,145 lbs.
Nate Quarry,18-Mar-72,"6' 0""","72""",Open Stance,185 lbs.
Vinicius Queiroz,29-Aug-83,"6' 7""",,,220 lbs.
Jimmy Quinlan,25-May-86,"6' 0""","72""",Orthodox,185 lbs.
Michel Quinones,22-Dec-84,"5' 10""","73""",Orthodox,155 lbs.
Jose Quinonez,28-Jul-90,"5' 8""","69""",Southpaw,135 lbs.
Benji Radach,5-Apr-79,"5' 10""",,Orthodox,185 lbs.
Jordan Radev,28-Sep-76,"5' 7""",,Southpaw,185 lbs.
Josh Rafferty,6-Jan-81,"6' 0""",,Orthodox,170 lbs.
Amir Rahnavardi,7-Dec-74,"6' 0""",,Orthodox,205 lbs.
Ricky Rainey,29-Jun-83,"6' 1""","77""",Switch,170 lbs.
Shavkat Rakhmonov,23-Oct-94,"6' 1""",,Orthodox,170 lbs.
Aleksandar Rakic,6-Feb-92,"6' 4""","78""",Orthodox,205 lbs.
Jessica Rakoczy,14-Apr-77,"5' 7""","68""",Orthodox,115 lbs.
Thomas Ramirez,,"6' 1""",,Sideways,410 lbs.
Hector Ramirez,28-Mar-76,"6' 0""",,Orthodox,205 lbs.
Matt Ramirez,,"5' 5""",,,125 lbs.
Amador Ramirez,14-Jun-90,,,,135 lbs.
Andrew Ramm,,"6' 1""",,,160 lbs.
Ian Rammel,22-Jul-85,"6' 0""",,,185 lbs.
Luis Ramos,18-Jan-81,"5' 8""",,Orthodox,170 lbs.
Ricardo Ramos,1-Aug-95,"5' 9""","72""",Orthodox,135 lbs.
Davi Ramos,5-Nov-86,"5' 6""","70""",Orthodox,155 lbs.
Vernon Ramos,3-Jun-92,"5' 6""","72""",Orthodox,170 lbs.
Kevin Randleman,10-Aug-71,"5' 10""",,Orthodox,205 lbs.
Raou Raou,,"5' 8""",,Orthodox,195 lbs.
Ed Ratcliff,5-Mar-83,"5' 10""","71""",Orthodox,155 lbs.
Bec Rawlings,11-Feb-89,"5' 6""","64""",Orthodox,125 lbs.
Gideon Ray,27-May-73,"5' 10""",,Southpaw,185 lbs.
Joe Ray,17-Dec-84,,,,170 lbs.
Stevie Ray,25-Mar-90,"5' 10""","70""",Southpaw,155 lbs.
Keenan Raymond,,,,,165 lbs.
Iony Razafiarison,23-Dec-84,"5' 3""",,,145 lbs.
Abdul Razak Alhassan,11-Aug-85,"5' 10""","73""",Orthodox,170 lbs.
Antony Rea,15-Jul-76,"6' 0""",,Orthodox,205 lbs.
Rafael Rebello,16-Oct-80,"5' 5""","67""",Orthodox,135 lbs.
Greg Rebello,13-Jun-82,"6' 0""","73""",Southpaw,240 lbs.
Paul Redmond,20-Oct-86,"5' 10""","70""",Orthodox,145 lbs.
Karl Reed,27-Oct-88,"6' 3""","78""",Orthodox,205 lbs.
Johnny Rees,21-Oct-82,"6' 0""",,Orthodox,170 lbs.
James Reese,21-Dec-80,"5' 9""",,,155 lbs.
Stephen Regman,5-Aug-91,"5' 11""","76""",Orthodox,185 lbs.
Chad Reiner,29-Jun-81,"5' 11""",,Orthodox,170 lbs.
Jason Reinhardt,31-Oct-69,"5' 6""",,Orthodox,135 lbs.
Wilson Reis,6-Jan-85,"5' 4""","65""",Southpaw,125 lbs.
Ben Reiter,27-Jun-87,"6' 3""",,,185 lbs.
Goran Reljic,20-Mar-84,"6' 3""","81""",Southpaw,205 lbs.
Leigh Remedios,13-Jan-76,"5' 7""",,Orthodox,155 lbs.
Chance Rencountre,31-Dec-86,"6' 2""","75""",Southpaw,170 lbs.
Marion Reneau,20-Jun-77,"5' 6""","68""",Orthodox,135 lbs.
Herman Renting,,"6' 0""",,Switch,215 lbs.
Polo Reyes,7-Nov-84,"5' 11""","71""",Orthodox,155 lbs.
Dominick Reyes,26-Dec-89,"6' 4""","77""",Southpaw,205 lbs.
Alex Reyes,2-Oct-86,"5' 11""","73""",Orthodox,170 lbs.
Victor Reyna,5-Aug-86,"5' 11""","73""",Southpaw,170 lbs.
Gaston Reyno,11-Nov-86,"6' 0""",,,145 lbs.
Johnny Rhodes,,"6' 0""",,Orthodox,210 lbs.
Mike Rhodes,4-Dec-89,"6' 1""","74""",Orthodox,170 lbs.
Lucrezia Ria,24-Jun-92,"5' 6""",,Orthodox,125 lbs.
Amanda Ribas,26-Aug-93,"5' 3""","66""",Orthodox,115 lbs.
Vitor Ribeiro,24-Feb-79,"5' 8""",,Orthodox,154 lbs.
Will Ribeiro,17-Feb-83,"5' 8""",,Orthodox,135 lbs.
Mike Ricci,18-Mar-86,"6' 0""","77""",Southpaw,155 lbs.
Alessandro Ricci,21-Jul-82,"5' 11""","69""",Orthodox,155 lbs.
Matt Ricehouse,11-Mar-87,,,,155 lbs.
John Richard,22-May-82,,,,205 lbs.
Mike Richman,23-Jun-85,"5' 8""",,,135 lbs.
Dave Rickels,5-Jan-89,"5' 11""",,,155 lbs.
Brad Riddell,30-Sep-91,"5' 7""","71""",Orthodox,155 lbs.
Matthew Riddle,14-Jan-86,"6' 1""","74""",Southpaw,170 lbs.
Joe Riggs,23-Sep-82,"6' 0""","70""",Southpaw,185 lbs.
Jeremiah Riggs,17-Dec-82,"6' 0""",,,185 lbs.
Aaron Riley,9-Dec-80,"5' 8""","69""",Southpaw,155 lbs.
Jason Riley,22-Sep-75,"6' 6""",,,245 lbs.
Moise Rimbon,20-Apr-77,"5' 10""",,Orthodox,205 lbs.
Jordan Rinaldi,25-Sep-87,"5' 10""","72""",Orthodox,145 lbs.
Nick Ring,10-Feb-79,"6' 0""","74""",Southpaw,185 lbs.
Mike Rio,6-Jul-81,"5' 10""","71""",Orthodox,155 lbs.
Rafael Rios,,,,,150 lbs.
Maria Rios,31-May-83,"5' 5""",,,125 lbs.
Shannon Ritch,27-Sep-70,"5' 9""",,Orthodox,190 lbs.
Diego Rivas,11-Nov-91,"5' 8""","69""",Orthodox,145 lbs.
Jorge Rivera,28-Feb-72,"6' 1""","73""",Orthodox,185 lbs.
Dante Rivera,8-Dec-74,"6' 1""",,Southpaw,185 lbs.
Francisco Rivera,8-Oct-81,"5' 8""","68""",Orthodox,135 lbs.
